,Ticker,Name,Last Sale,Net Change,Percent Change,Market Cap
5034,CLDI,"Calidi Biotherapeutics, Inc. Common Stock",$0.4825,UNCH,--,"13,735,607"
5035,EQS,"Equus Total Return, Inc. Common Stock",$1.01,-0.03,-2.885%,"13,722,035"
5036,GOVX,"GeoVax Labs, Inc. Common Stock",$0.9893,-0.0207,-2.05%,"13,691,396"
5037,BRN,"Barnwell Industries, Inc. Common Stock",$1.36,0.04,3.03%,"13,672,806"
5038,MEIP,"MEI Pharma, Inc. Common Stock",$2.05,0.01,0.49%,"13,658,857"
5039,NEHC,New Era Helium Inc Common Stock,$0.97,0.0676,7.491%,"13,532,270"
5040,BOLT,"Bolt Biotherapeutics, Inc. Common Stock",$0.351,-0.0043,-1.21%,"13,457,234"
5041,AIRI,Air Industries Group Common Stock,$3.64,0.10,2.825%,"13,446,506"
5042,NXTC,"NextCure, Inc. Common Stock",$0.48,0.0146,3.137%,"13,443,208"
5043,AFRIW,Forafric Global PLC Warrants,$0.50,UNCH,--,"13,439,601"
5044,FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,$0.7081,0.0131,1.885%,"13,437,990"
5045,NCL,Northann Corp. Common Stock,$0.389,0.026,7.163%,"13,367,752"
5046,BRTX,"BioRestorative Therapies, Inc. Common Stock (NV)",$1.78,0.02,1.136%,"13,358,508"
5047,BCDA,"BioCardia, Inc. Common Stock",$2.85,-0.29,-9.236%,"13,338,014"
5048,SYBX,"Synlogic, Inc. Common Stock",$1.14,UNCH,--,"13,333,564"
5049,INEO,INNEOVA Holdings Limited Ordinary Shares,$1.30,-0.13,-9.091%,"13,325,000"
5050,MXC,Mexco Energy Corporation Common Stock,$6.50,UNCH,--,"13,299,000"
5051,TAIT,Taitron Components Incorporated Class A Common Stock,$2.19,0.03,1.389%,"13,186,384"
5052,RNAZ,"TransCode Therapeutics, Inc. Common Stock",$0.564,0.1574,38.711%,"13,164,514"
5053,NVNI,Nvni Group Limited Ordinary Shares,$0.405,-0.0449,-9.98%,"13,162,500"
5054,STFS,Star Fashion Culture Holdings Limited Class A Ordinary Shares,$1.21,0.04,3.419%,"13,128,500"
5055,NCRA,"Nocera, Inc. Common Stock",$0.936,0.0529,5.99%,"13,119,900"
5056,KAPA,"Kairos Pharma, Ltd. Common Stock",$0.785,-0.026,-3.206%,"13,104,245"
5057,HKPD,Hong Kong Pharma Digital Technology Holdings Limited Ordinary shares,$1.19,0.11,10.185%,"13,090,000"
5058,FEAM,"5E Advanced Materials, Inc. Common Stock",$4.36,-0.08,-1.802%,"13,086,649"
5059,SPPL,SIMPPLE LTD. Ordinary Shares,$3.67,-0.06,-1.609%,"12,991,029"
5060,HYFM,"Hydrofarm Holdings Group, Inc. Common Stock",$2.81,0.21,8.077%,"12,966,124"
5061,ONMD,OneMedNet Corp Class A Common Stock,$0.4199,0.0417,11.026%,"12,916,366"
5062,AXDX,"Accelerate Diagnostics, Inc. Common Stock",$0.51,-0.01,-1.923%,"12,857,300"
5063,YYAI,Connexa Sports Technologies Inc. Common Stock,$0.88,-0.027,-2.977%,"12,815,463"
5064,MRKR,"Marker Therapeutics, Inc. Common Stock",$1.1903,0.0003,0.025%,"12,746,929"
5065,CMBM,Cambium Networks Corporation Ordinary Shares,$0.45,0.02,4.651%,"12,709,714"
5066,PWM,Prestige Wealth Inc. Class A Ordinary Shares,$0.40,0.015,3.896%,"12,656,784"
5067,STRM,"Streamline Health Solutions, Inc. Common Stock",$2.9607,0.0007,0.024%,"12,651,589"
5068,COSM,Cosmos Health Inc. Common Stock,$0.4635,0.0391,9.213%,"12,646,439"
5069,QMMM,QMMM Holdings Limited Class A Ordinary Shares,$0.73,-0.0185,-2.472%,"12,560,630"
5070,RLYB,Rallybio Corporation Common Stock,$0.3017,-0.0183,-5.719%,"12,554,352"
5071,DLPN,"Dolphin Entertainment, Inc. Common Stock",$1.12,0.05,4.673%,"12,508,383"
5072,HLP,Hongli Group Inc. Ordinary Shares,$1.02,0.0499,5.144%,"12,483,525"
5073,HTCR,"Heartcore Enterprises, Inc. Common Stock",$0.5651,0.0001,0.018%,"12,474,771"
5074,MOB,Mobilicom Limited American Depositary Shares,$1.66,0.065,4.075%,"12,443,222"
5075,LDTC,LeddarTech Holdings Inc. Common Shares,$0.4115,0.0214,5.486%,"12,428,813"
5076,CVR,Chicago Rivet & Machine Co. Common Stock,$12.8615,-0.3885,-2.932%,"12,425,907"
5077,MIGI,Mawson Infrastructure Group Inc. Common Stock,$0.6563,-0.0427,-6.109%,"12,333,426"
5078,WXM,WF International Limited Ordinary Shares,$1.78,-0.02,-1.111%,"12,282,000"
5079,IMNN,"Imunon, Inc. Common Stock",$0.84,UNCH,--,"12,281,415"
5080,CODX,"Co-Diagnostics, Inc. Common Stock",$0.3649,0.0139,3.96%,"12,250,657"
5081,HCTI,"Healthcare Triangle, Inc. Common Stock",$0.27,0.113,71.975%,"12,207,084"
5082,GP,GreenPower Motor Company Inc. Common Shares,$0.4598,0.0098,2.178%,"12,180,636"
5083,CLRB,"Cellectar Biosciences, Inc. Common Stock",$0.2642,0.0126,5.008%,"12,174,303"
5084,DPRO,Draganfly Inc. Common Shares,$2.875,0.065,2.313%,"12,154,911"
5085,SPCB,"SuperCom, Ltd. Ordinary Shares (Israel)",$5.58,-0.07,-1.239%,"12,124,531"
5086,BCTX,BriaCell Therapeutics Corp. Common Shares,$4.10,-0.36,-8.072%,"12,082,454"
5087,ANTE,AirNet Technology Inc. American Depositary Shares,$0.8414,0.0704,9.131%,"12,040,434"
5088,SCNX,"Scienture Holdings, Inc. Common Stock",$0.96,0.03,3.226%,"12,014,418"
5089,EKSO,"Ekso Bionics Holdings, Inc. Common Stock",$0.4838,0.0098,2.068%,"12,010,220"
5090,BPT,BP Prudhoe Bay Royalty Trust Common Stock,$0.56,0.01,1.818%,"11,984,000"
5091,MRNOW,Murano Global Investments PLC Warrants,$0.15,-0.086,-36.441%,"11,886,431"
5092,WETH,Wetouch Technology Inc. Common Stock,$0.9949,0.015,1.531%,"11,870,683"
5093,SANW,S&W Seed Company Common Stock (NV),$5.5001,-0.4999,-8.332%,"11,798,441"
5094,BLBX,Blackboxstocks Inc. Common Stock,$3.27,0.02,0.615%,"11,781,398"
5095,CSCI,COSCIENS Biopharma Inc. Common Stock,$3.75,0.30,8.696%,"11,777,329"
5096,HOTH,"Hoth Therapeutics, Inc. Common Stock",$0.8927,-0.0063,-0.701%,"11,757,497"
5097,OXBR,Oxbridge Re Holdings Limited Ordinary Shares,$1.57,0.21,15.441%,"11,685,388"
5098,NERV,"Minerva Neurosciences, Inc Common Stock",$1.67,UNCH,--,"11,678,988"
5099,FLGC,Flora Growth Corp. Common Stock,$0.60,0.013,2.215%,"11,661,385"
5100,SFHG,Samfine Creation Holdings Group Limited Ordinary Share,$0.647,-0.0031,-0.477%,"11,646,000"
5101,RLMD,"Relmada Therapeutics, Inc. Common Stock",$0.3497,0.0273,8.468%,"11,607,110"
5102,DUO,Fangdd Network Group Ltd. Class A Ordinary Shares,$0.2364,-0.0043,-1.786%,"11,595,802"
5103,GRFX,"Graphex Group Limited American Depositary Shares, each representing twenty (20) Ordinary Shares",$0.98,0.0154,1.597%,"11,503,307"
5104,ABP,"Abpro Holdings, Inc Common Stock",$0.219,-0.0198,-8.291%,"11,436,044"
5105,SBEV,"Splash Beverage Group, Inc. (NV) Common Stock",$7.37,0.53,7.749%,"11,407,102"
5106,REBN,"Reborn Coffee, Inc. Common Stock",$2.485,-0.125,-4.789%,"11,352,742"
5107,ICU,SeaStar Medical Holding Corporation Common Stock,$1.30,0.01,0.775%,"11,337,347"
5108,KDLY,"Kindly MD, Inc. Common Stock",$1.88,UNCH,--,"11,335,738"
5109,PRTG,Portage Biotech Inc. Common Stock,$10.76,-1.09,-9.198%,"11,283,087"
5110,SSKN,"Strata Skin Sciences, Inc. Common Stock",$2.70,0.16,6.299%,"11,262,135"
5111,ATHA,"Athira Pharma, Inc. Common Stock",$0.2881,0.0065,2.308%,"11,248,128"
5112,ULY,Urgent.ly Inc. Common Stock,$8.96,-5.94,-39.866%,"11,154,304"
5113,SAIH,SAIHEAT Limited Class A Ordinary Shares,$6.36,0.026,0.41%,"11,148,762"
5114,GWAV,"Greenwave Technology Solutions, Inc. Common Stock",$0.1948,0.0033,1.723%,"11,136,620"
5115,ZONE,CleanCore Solutions Inc. Class B Common Stock,$1.3299,-0.0701,-5.007%,"11,130,929"
5116,BLNE,"Beeline Holdings, Inc. Common Stock",$1.37,-0.09,-6.164%,"11,092,176"
5117,PSTV,"PLUS THERAPEUTICS, Inc. Common Stock",$0.6501,-0.0692,-9.62%,"11,051,457"
5118,ORKT,Orangekloud Technology Inc. Class A Ordinary Shares,$0.4843,-0.0647,-11.785%,"11,017,825"
5119,PGHL,Primega Group Holdings Limited Ordinary Shares,$0.459,0.0218,4.986%,"11,016,000"
5120,AQMS,"Aqua Metals, Inc. Common Stock",$1.32,-0.02,-1.493%,"10,943,593"
5121,FLYE,"Fly-E Group, Inc. Common Stock",$0.4446,0.0346,8.439%,"10,931,603"
5122,ECDA,"ECD Automotive Design, Inc. Common Stock",$0.307,0.0048,1.588%,"10,863,398"
5123,VSTE,Vast Renewables Limited Ordinary Shares,$0.3612,-0.0076,-2.061%,"10,826,430"
5124,KBSX,FST Corp. Ordinary Shares,$1.50,-0.48,-24.242%,"10,787,810"
5125,SKK,SKK Holdings Limited Ordinary Shares,$0.69,-0.0081,-1.16%,"10,781,250"
5126,CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),$1.04,-0.05,-4.587%,"10,767,212"
5127,IOTR,iOThree Limited Ordinary Shares,$0.4107,0.0217,5.578%,"10,729,538"
5128,EDUC,Educational Development Corporation Common Stock,$1.235,0.005,0.407%,"10,600,747"
5129,VCIG,VCI Global Limited Ordinary Share,$4.49,0.11,2.511%,"10,583,581"
5130,SPHL,Springview Holdings Ltd Class A Ordinary Shares,$0.4915,0.0495,11.199%,"10,567,250"
5131,GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,$0.306,0.008,2.685%,"10,564,223"
5132,FMST,Foremost Clean Energy Ltd. Common Shares,$1.02,0.1504,17.295%,"10,544,144"
5133,PETZ,"TDH Holdings, Inc. Common Shares",$1.02,-0.03,-2.857%,"10,529,733"
5134,AWX,Avalon Holdings Corporation Common Stock,$2.692,-0.048,-1.752%,"10,497,268"
5135,SLNH,"Soluna Holdings, Inc. Common Stock",$0.8402,0.0222,2.714%,"10,491,167"
5136,USEA,United Maritime Corporation Common Stock,$1.18,0.01,0.855%,"10,436,235"
5137,RMCF,"Rocky Mountain Chocolate Factory, Inc. Common Stock",$1.35,0.07,5.469%,"10,377,858"
5138,AEI,Alset Inc. Common Stock (TX),$0.9649,0.0149,1.568%,"10,358,316"
5139,IMRN,Immuron Limited American Depositary Shares,$1.8115,-0.0685,-3.644%,"10,316,418"
5140,DATS,"DatChat, Inc. Common Stock",$2.41,-0.02,-0.823%,"10,305,820"
5141,ERNA,Ernexa Therapeutics Inc. Common Stock,$0.1963,-0.0107,-5.169%,"10,255,680"
5142,DWTX,"Dogwood Therapeutics, Inc. Common Stock",$5.36,-0.12,-2.19%,"10,243,646"
5143,PSIG,PS International Group Ltd. Ordinary Shares,$0.4199,-0.02,-4.546%,"10,196,405"
5144,SONM,"Sonim Technologies, Inc. Common Stock",$1.61,0.06,3.871%,"10,181,732"
5145,SCKT,"Socket Mobile, Inc. Common Stock",$1.28,0.08,6.667%,"10,179,825"
5146,IBIO,"iBio, Inc. Common Stock",$1.03,-0.03,-2.83%,"10,170,916"
5147,BSLK,"Bolt Projects Holdings, Inc. Common Stock",$5.89,0.11,1.903%,"10,125,511"
5148,VS,Versus Systems Inc. Common Stock,$2.065,0.0549,2.731%,"10,121,963"
5149,BBGI,"Beasley Broadcast Group, Inc. Class A Common Stock",$5.64,-0.04,-0.704%,"10,108,860"
5150,PAVS,Paranovus Entertainment Technology Ltd. Class A Ordinary Shares,$1.375,0.045,3.383%,"10,088,279"
5151,KXIN,Kaixin Holdings Ordinary Shares,$0.92,0.035,3.955%,"10,077,059"
5152,SNSE,"Sensei Biotherapeutics, Inc. Common Stock",$0.3996,-0.0034,-0.844%,"10,073,144"
5153,GLXG,Galaxy Payroll Group Limited Class A Ordinary Shares,$0.567,0.0351,6.599%,"10,064,250"
5154,JL,J-Long Group Limited Ordinary Shares,$3.20,0.02,0.629%,"10,048,000"
5155,BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares,$2.03,0.04,2.01%,"10,024,566"
5156,APRE,"Aprea Therapeutics, Inc. Common stock",$1.81,0.07,4.023%,"9,940,435"
5157,MCVT,"Mill City Ventures III, Ltd. Common Stock",$1.555,-0.005,-0.321%,"9,929,072"
5158,ASTC,Astrotech Corporation (DE) Common Stock,$5.82,-0.02,-0.342%,"9,904,063"
5159,MSGM,Motorsport Games Inc. Class A Common Stock,$2.54,0.10,4.098%,"9,864,237"
5160,KPRX,"Kiora Pharmaceuticals, Inc. Common Stock",$3.2841,0.0641,1.991%,"9,854,888"
5161,EVAX,Evaxion Biotech A/S American Depositary Share,$1.56,0.03,1.961%,"9,853,852"
5162,MTR,Mesa Royalty Trust Common Stock,$5.26,0.02,0.382%,"9,802,483"
5163,BTAI,"BioXcel Therapeutics, Inc. Common Stock",$1.775,-0.075,-4.054%,"9,737,717"
5164,SHOTW,"Safety Shot, Inc. Warrant",$0.13,0.0099,8.243%,"9,678,709"
5165,UAVS,"AgEagle Aerial Systems, Inc. Common Stock",$0.75,-0.049,-6.133%,"9,615,316"
5166,SYNX,Silynxcom Ltd. Ordinary Shares,$1.82,0.03,1.676%,"9,555,000"
5167,PRPO,"Precipio, Inc. Common Stock",$6.349,0.2656,4.366%,"9,550,877"
5168,AIHS,Senmiao Technology Limited Common Stock,$0.905,0.0443,5.147%,"9,518,826"
5169,SHFS,"SHF Holdings, Inc. Class A Common Stock",$3.415,-0.225,-6.181%,"9,508,924"
5170,APCX,AppTech Payments Corp. Common Stock,$0.285,-0.0056,-1.927%,"9,485,749"
5171,MDCXW,Medicus Pharma Ltd. Warrant,$0.79,0.1184,17.63%,"9,418,823"
5172,GCLWW,GCL Global Holdings Ltd Warrants,$0.0741,UNCH,--,"9,357,081"
5173,TNMG,TNL Mediagene Ordinary Shares,$0.38,0.101,36.201%,"9,354,725"
5174,HPAIW,Helport AI Limited Warrants,$0.25,UNCH,--,"9,283,242"
5175,GPUS,"Hyperscale Data, Inc. Common Stock",$1.42,0.05,3.65%,"9,270,601"
5176,SQFT,"Presidio Property Trust, Inc. Class A Common Stock",$0.65,0.01,1.563%,"9,200,121"
5177,SDOT,Sadot Group Inc. Common Stock,$1.5663,-0.0437,-2.714%,"9,187,095"
5178,BMRA,"Biomerica, Inc. Common Stock",$3.60,-0.02,-0.552%,"9,164,743"
5179,SEED,Origin Agritech Limited Common Stock,$1.27,-0.01,-0.781%,"9,143,997"
5180,UCAR,U Power Limited Class A Ordinary Shares,$2.70,0.14,5.469%,"9,126,000"
5181,DHAI,"DIH Holdings US, Inc. Class A Common Stock",$0.1927,0.0067,3.602%,"9,121,706"
5182,ACXP,"Acurx Pharmaceuticals, Inc. Common Stock",$0.4134,-0.0166,-3.86%,"9,112,374"
5183,LCFYW,Locafy Limited Warrant,$6.59,UNCH,--,"9,108,599"
5184,GIPR,Generation Income Properties Inc. Common Stock,$1.67,0.09,5.696%,"9,090,124"
5185,HUSA,Houston American Energy Corporation Common Stock,$0.578,0.008,1.404%,"9,066,816"
5186,MYNZ,Mainz Biomed N.V. Ordinary Shares,$2.98,-0.45,-13.12%,"9,055,782"
5187,BREA,Brera Holdings PLC Class B Ordinary Shares,$0.7104,0.0096,1.37%,"9,039,840"
5188,PHIO,Phio Pharmaceuticals Corp. Common Stock,$1.89,-0.03,-1.563%,"9,030,711"
5189,ADXN,Addex Therapeutics Ltd American Depositary Shares,$8.5725,0.7803,10.014%,"8,943,646"
5190,CYCN,"Cyclerion Therapeutics, Inc. Common Stock",$3.30,-0.15,-4.348%,"8,943,317"
5191,FTEL,Fitell Corporation Ordinary Shares,$0.4436,-0.0133,-2.911%,"8,926,734"
5192,TPET,Trio Petroleum Corp. Common Stock,$1.28,0.08,6.667%,"8,904,568"
5193,EFOI,"Energy Focus, Inc. Common Stock",$1.69,-0.01,-0.588%,"8,890,652"
5194,CYN,Cyngn Inc. Common Stock,$5.07,0.57,12.667%,"8,882,163"
5195,DSS,"DSS, Inc. Common Stock",$0.9756,0.0193,2.018%,"8,870,661"
5196,VRME,"VerifyMe, Inc. Common Stock",$0.7152,-0.0098,-1.352%,"8,836,133"
5197,WATT,Energous Corporation Common Stock,$0.29,0.005,1.754%,"8,826,651"
5198,MMA,Mixed Martial Arts Group Limited Ordinary Shares,$0.857,-0.002,-0.233%,"8,812,262"
5199,CLWT,Euro Tech Holdings Company Limited Common Stock,$1.14,0.0463,4.233%,"8,796,581"
5200,MNTS,Momentus Inc. Class A Common Stock,$1.84,0.03,1.657%,"8,791,273"
5201,NEUP,Neuphoria Therapeutics Inc. Common Stock,$5.00,-0.07,-1.381%,"8,785,135"
5202,AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),$3.07,0.1199,4.064%,"8,769,074"
5203,MHUA,"Meihua International Medical Technologies Co., Ltd. Ordinary Shares",$0.2745,-0.0005,-0.182%,"8,757,776"
5204,TLPH,"Talphera, Inc. Common Stock",$0.5116,0.0216,4.408%,"8,747,513"
5205,TVGNW,Tevogen Bio Holdings Inc. Warrant,$0.0475,-0.0094,-16.52%,"8,734,938"
5206,HCWB,HCW Biologics Inc. Common Stock,$7.7336,-0.3264,-4.05%,"8,687,563"
5207,TRUG,"TruGolf Holdings, Inc. Class A Common Stock",$0.2903,0.0145,5.257%,"8,674,649"
5208,MSN,Emerson Radio Corporation Common Stock,$0.41,0.0098,2.449%,"8,627,487"
5209,MDAIW,"Spectral AI, Inc. Warrants",$0.3402,-0.0308,-8.302%,"8,612,910"
5210,SMTK,"SmartKem, Inc. Common Stock",$2.37,0.09,3.947%,"8,579,914"
5211,LMFA,"LM Funding America, Inc. Common Stock",$1.66,0.17,11.409%,"8,521,464"
5212,ASST,Asset Entities Inc. Class B Common Stock,$0.5901,0.0018,0.306%,"8,505,207"
5213,FBGL,FBS Global Limited Ordinary Shares,$0.6299,0.0079,1.27%,"8,503,650"
5214,INTS,"Intensity Therapeutics, Inc. Common stock",$0.559,-0.0291,-4.948%,"8,486,148"
5215,MWG,Multi Ways Holdings Limited Ordinary Shares,$0.275,UNCH,--,"8,481,000"
5216,YJ,Yunji Inc. American Depository Shares,$1.72,0.27,18.621%,"8,471,929"
5217,CARM,"Carisma Therapeutics, Inc. Common Stock",$0.2019,0.0033,1.662%,"8,437,017"
5218,AMST,Amesite Inc. Common Stock,$2.11,-0.01,-0.472%,"8,427,566"
5219,SLXN,Silexion Therapeutics Corp Ordinary Shares,$1.00,0.0152,1.543%,"8,414,615"
5220,AIMD,"Ainos, Inc. Common Stock",$0.545,0.0149,2.811%,"8,411,125"
5221,GXAI,Gaxos.ai Inc. Common Stock,$1.18,0.05,4.425%,"8,405,675"
5222,JTAI,Jet.AI Inc. Common Stock,$3.84,-0.21,-5.185%,"8,398,084"
5223,CPOP,"Pop Culture Group Co., Ltd Class A Ordinary Shares",$0.5604,-0.0381,-6.366%,"8,371,839"
5224,VSME,VS Media Holdings Limited Class A Ordinary Shares,$0.8805,-0.0197,-2.188%,"8,358,931"
5225,XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,$1.53,0.12,8.511%,"8,337,063"
5226,MGRX,"Mangoceuticals, Inc. Common Stock",$1.61,-0.05,-3.012%,"8,321,762"
5227,JBIO,"Jade Biosciences, Inc. Common Stock",$10.00,0.50,5.263%,"8,281,430"
5228,IFBD,"Infobird Co., Ltd Ordinary Shares",$1.01,0.0397,4.092%,"8,270,460"
5229,EONR,EON Resources Inc. Class A Common Stock,$0.451,0.0274,6.468%,"8,258,994"
5230,QH,Quhuo Limited American Depository Shares,$1.3379,0.0079,0.594%,"8,251,660"
5231,CNFR,"Conifer Holdings, Inc. Common Stock",$0.6749,-0.0251,-3.586%,"8,249,222"
5232,CISO,"CISO Global, Inc. Common Stock",$0.499,0.0048,0.971%,"8,213,008"
5233,MFI,mF International Limited Class A Ordinary Shares,$0.618,0.008,1.311%,"8,189,530"
5234,AMZE,"Amaze Holdings, Inc. Common Stock",$0.4899,-0.0039,-0.79%,"8,187,894"
5235,RVYL,Ryvyl Inc. Common Stock,$0.9727,-0.0173,-1.747%,"8,123,101"
5236,NAAS,NaaS Technology Inc. American Depositary Shares,$1.35,0.03,2.273%,"8,103,792"
5237,WHLRD,"Wheeler Real Estate Investment Trust, Inc. Series D Cumulative Preferred Stock",$34.70,-0.98,-2.747%,"8,095,059"
5238,BNRG,Brenmiller Energy Ltd Ordinary Shares,$1.00,-0.19,-15.966%,"8,094,791"
5239,PDYNW,Palladyne AI Corp Warrants,$0.2298,UNCH,--,"8,093,487"
5240,SGMA,"SigmaTron International, Inc. Common Stock",$1.316,-0.004,-0.303%,"8,052,983"
5241,AGH,Aureus Greenway Holdings Inc. Common Stock,$0.58,-0.0015,-0.258%,"8,050,400"
5242,TSBX,Turnstone Biologics Corp. Common Stock,$0.3475,-0.0175,-4.795%,"8,040,766"
5243,PMCB,"PharmaCyte Biotech, Inc. Common Stock",$1.17,-0.07,-5.645%,"8,030,528"
5244,JAGX,"Jaguar Health, Inc. Common Stock",$11.87,-0.37,-3.023%,"8,000,890"
5245,CHSN,Chanson International Holding Class A Ordinary Shares,$0.293,-0.0015,-0.509%,"7,998,814"
5246,EEIQ,EpicQuest Education Group International Limited Common Stock,$0.6004,-0.0296,-4.698%,"7,984,223"
5247,ILAG,Intelligent Living Application Group Inc. Ordinary Shares,$0.3815,0.001,0.263%,"7,923,558"
5248,BURU,"Nuburu, Inc. Common Stock",$0.1615,0.0144,9.789%,"7,886,637"
5249,MARPS,Marine Petroleum Trust Units of Beneficial Interest,$3.92,0.17,4.533%,"7,840,000"
5250,CRGOW,Freightos Limited Warrants,$0.1565,0.0064,4.264%,"7,831,689"
5251,SUNE,"SUNation Energy, Inc. Common Stock",$2.31,-0.03,-1.282%,"7,770,840"
5252,SUGP,SU Group Holdings Limited Ordinary Shares,$0.56,-0.04,-6.667%,"7,754,600"
5253,DDC,DDC Enterprise Limited Class A Ordinary Shares,$2.43,0.03,1.25%,"7,739,584"
5254,EDSA,"Edesa Biotech, Inc. Common Shares",$2.38,0.05,2.146%,"7,728,786"
5255,NWTG,"Newton Golf Company, Inc. Common Stock",$1.78,UNCH,--,"7,632,466"
5256,LSH,Lakeside Holding Limited Common Stock,$1.014,-0.0039,-0.383%,"7,605,000"
5257,BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,$1.16,-0.14,-10.769%,"7,565,926"
5258,GVH,Globavend Holdings Limited Ordinary Shares,$0.506,0.001,0.198%,"7,555,148"
5259,GRRRW,Gorilla Technology Group Inc. Warrant,$0.68,-0.058,-7.859%,"7,554,800"
5260,GV,Visionary Holdings Inc. Common Shares,$2.00,-0.10,-4.762%,"7,548,524"
5261,LITM,Snow Lake Resources Ltd. Common Shares,$0.2922,-0.0285,-8.887%,"7,528,844"
5262,TRIB,Trinity Biotech plc American Depositary Shares,$0.7945,0.0115,1.469%,"7,520,351"
5263,EVGN,Evogene Ltd Ordinary Shares,$1.15,0.02,1.77%,"7,491,777"
5264,GMM,Global Mofy AI Limited Class A Ordinary Shares,$2.5539,0.0439,1.749%,"7,486,079"
5265,AMPGW,"Amplitech Group, Inc. Warrants",$0.3789,-0.0611,-13.886%,"7,448,780"
5266,HWH,HWH International Inc. Common Stock,$1.15,-0.03,-2.542%,"7,447,860"
5267,PET,Wag! Group Co. Common Stock,$0.1466,0.0016,1.103%,"7,437,578"
5268,LNKS,Linkers Industries Limited Class A Ordinary Shares,$0.55,0.006,1.103%,"7,397,500"
5269,PLAG,Planet Green Holdings Corp. Common Stock,$1.01,-0.11,-9.821%,"7,355,541"
5270,LYRA,"Lyra Therapeutics, Inc. Common Stock",$0.1115,-0.0073,-6.145%,"7,345,683"
5271,ZCAR,"Zoomcar Holdings, Inc. Common Stock",$10.30,6.23,153.071%,"7,317,439"
5272,UBXG,U-BX Technology Ltd. Ordinary Shares,$3.9222,-0.1878,-4.569%,"7,280,584"
5273,CDTG,CDT Environmental Technology Investment Holdings Limited ordinary shares,$0.68,-1.72,-71.667%,"7,276,000"
5274,FORD,"Forward Industries, Inc. Common Stock",$6.59,-0.16,-2.37%,"7,256,045"
5275,XTIA,"XTI Aerospace, Inc. Common Stock",$1.31,-0.04,-2.963%,"7,254,177"
5276,STRR,"Star Equity Holdings, Inc. Common Stock",$2.25,0.09,4.167%,"7,213,122"
5277,GRNQ,Greenpro Capital Corp. Common Stock,$0.95,0.0101,1.075%,"7,197,022"
5278,MI,NFT Limited Class A Ordinary Share,$2.32,0.21,9.953%,"7,168,819"
5279,TRAW,"Traws Pharma, Inc. Common Stock",$1.41,-0.04,-2.759%,"7,154,044"
5280,WTO,UTime Limited Ordinary Shares,$1.98,-0.02,-1.00%,"7,135,946"
5281,INBS,Intelligent Bio Solutions Inc. Common Stock,$1.35,0.07,5.469%,"7,126,430"
5282,RDGT,"Ridgetech, Inc. Ordinary Shares",$1.07,0.1187,12.478%,"7,119,862"
5283,APLM,Apollomics Inc. Class A Ordinary Shares,$6.45,-0.14,-2.124%,"7,116,595"
5284,STAI,ScanTech AI Systems Inc. Common stock,$1.59,-0.01,-0.625%,"7,112,757"
5285,WNW,Meiwu Technology Company Limited Ordinary Shares,$2.24,-0.32,-12.50%,"7,096,524"
5286,SRM,"SRM Entertainment, Inc. Common Stock",$0.4101,0.0091,2.269%,"7,071,604"
5287,CARV,"Carver Bancorp, Inc. Common Stock",$1.38,0.04,2.985%,"7,051,425"
5288,VGASW,"Verde Clean Fuels, Inc. Warrant",$0.158,-0.0297,-15.823%,"7,038,840"
5289,SDAWW,SunCar Technology Group Inc. Warrant,$0.0711,-0.0139,-16.353%,"7,003,710"
5290,HIHO,Highway Holdings Limited Common Stock,$1.59,0.0065,0.41%,"6,998,902"
5291,PGYWW,Pagaya Technologies Ltd. Warrants,$0.0925,-0.0063,-6.377%,"6,965,096"
5292,GURE,"Gulf Resources, Inc. (NV) Common Stock",$0.61,-0.007,-1.135%,"6,921,437"
5293,SOGP,Sound Group Inc. American Depositary Shares,$1.40,-0.13,-8.497%,"6,909,804"
5294,ATNF,180 Life Sciences Corp. Common Stock,$1.33,0.44,49.438%,"6,897,087"
5295,NRSNW,NeuroSense Therapeutics Ltd. Warrant,$0.2875,UNCH,--,"6,896,742"
5296,SOWG,Sow Good Inc. Common Stock,$0.6041,-0.0209,-3.344%,"6,876,507"
5297,LDWY,"Lendway, Inc. Common Stock (DE)",$3.8855,-0.1045,-2.619%,"6,875,777"
5298,LGCB,Linkage Global Inc. Class A Ordinary Shares,$1.90,-0.02,-1.042%,"6,802,000"
5299,INDP,"Indaptus Therapeutics, Inc. Common Stock",$0.47,0.01,2.174%,"6,781,745"
5300,ABTS,Abits Group Inc Ordinary Shares,$2.86,0.28,10.853%,"6,779,092"
5301,SINT,"SiNtx Technologies, Inc. Common Stock",$2.69,-0.21,-7.241%,"6,765,832"
5302,VMAR,Vision Marine Technologies Inc. Common Shares,$6.4825,0.1625,2.571%,"6,742,260"
