,Ticker,Share Issued,Total Assets,Net PPE,Accounts Receivable,Cash And Cash Equivalents,Total Debt,Accounts Payable,Stockholders Equity,Retained Earnings,Working Capital,Total Revenue,Operating Income,EBITDA,Net Income,Capital Expenditure,Free Cash Flow
212,AMBC,48875167.0,8058378000.0,,363413000.0,47275000.0,150000000.0,53002000.0,856906000.0,742185000.0,,-85185000.0,,,-548449000.0,,-27238000.0
213,DSGN,56754341.0,252093000.0,3626000.0,,22563000.0,2334000.0,2186000.0,242097000.0,-227214000.0,239578000.0,0.0,-16694000.0,-16545000.0,-13651000.0,,-9860000.0
214,TAP,227947943.0,26064300000.0,4460400000.0,693100000.0,969300000.0,6192800000.0,1875000000.0,13092400000.0,8238000000.0,-196800000.0,2735600000.0,387800000.0,604900000.0,287800000.0,-111100000.0,383400000.0
215,PW,3389661.0,46102638.0,,,2194502.0,37410263.0,173700.0,6752878.0,-49688663.0,10811157.0,569802.0,-422111.0,-2269674.0,-3163559.0,,-288270.0
216,PII,56100000.0,5450400000.0,1282700000.0,211300000.0,291700000.0,2180600000.0,723600000.0,1226400000.0,45200000.0,282200000.0,1535800000.0,-36100000.0,36400000.0,-66800000.0,-35600000.0,47600000.0
217,RL,134381276.0,7080900000.0,1849300000.0,435200000.0,1940200000.0,2683700000.0,489500000.0,2539200000.0,7511800000.0,1678500000.0,2143500000.0,390600000.0,449600000.0,297400000.0,-61200000.0,677200000.0
218,OSS,21114534.0,36933982.0,3205119.0,8177371.0,6794093.0,2834671.0,2563122.0,27172045.0,-22053061.0,24005369.0,15140145.0,-3105907.0,-2683229.0,-3134782.0,-63959.0,-2315602.0
219,UNM,195954270.0,62459800000.0,496300000.0,9679000000.0,237700000.0,3741600000.0,,11214000000.0,13025800000.0,,3229900000.0,,,189100000.0,-35800000.0,317800000.0
220,CRNT,,344996000.0,53466000.0,149619000.0,35311000.0,41107000.0,91157000.0,166325000.0,-251125000.0,109590000.0,106932000.0,9802000.0,7270000.0,3610000.0,-4372000.0,-3243000.0
221,KWE,375582.0,8070198.0,401931.0,876501.0,2854256.0,268248.0,470864.0,5012541.0,-46110373.0,2818779.0,887658.0,-2916186.0,-3078661.0,-3457015.0,-51895.0,-3296112.0
222,MRT,,20378649.0,6330519.0,188298.0,5148857.0,571756.0,1650906.0,-61440911.0,-139487178.0,95572.0,10298552.0,-21781417.0,-16090770.0,-27181719.0,-83194.0,-13173971.0
223,CRBU,90552687.0,313313000.0,39290000.0,265000.0,16293000.0,26487000.0,2476000.0,252951000.0,-448390000.0,188726000.0,2077000.0,-38875000.0,-37691000.0,-35490000.0,-518000.0,-35988000.0
224,MDV,9646274.0,507829000.0,153000.0,18460000.0,11530000.0,279905000.0,365000.0,190146000.0,-154074000.0,-202563000.0,11729563.0,5329476.0,10350684.0,1555026.0,,5405940.0
225,CLMT,85950493.0,2758200000.0,1679000000.0,241700000.0,38100000.0,2341200000.0,320800000.0,-704900000.0,-1539000000.0,-97600000.0,949500000.0,24700000.0,20100000.0,-40700000.0,-25000000.0,-28400000.0
226,CNQ,2102996000.0,85359000000.0,77334000000.0,4126000000.0,131000000.0,18819000000.0,1079000000.0,39468000000.0,28103000000.0,-2226000000.0,11064000000.0,2590000000.0,3710000000.0,1138000000.0,-1208000000.0,2224000000.0
227,DNLI,143921624.0,1374180000.0,125630000.0,2171000.0,174960000.0,48707000.0,11137000.0,1229684000.0,-1538984000.0,762228000.0,0.0,-129846000.0,-127227000.0,-114753000.0,-5092000.0,-88807000.0
228,FRMEP,57810232.0,18439787000.0,128749000.0,88352000.0,417647000.0,1035097000.0,13304000.0,2332214000.0,1306911000.0,,160318000.0,,,55339000.0,,61700000.0
229,QTRX,49572746.0,406533000.0,33489000.0,32141000.0,56709000.0,37371000.0,6953000.0,330038000.0,-470081000.0,321587000.0,34106000.0,-14769000.0,-11153000.0,-11628000.0,-412000.0,-4714000.0
230,EKSO,21998000.0,26652000.0,2365000.0,7238000.0,6493000.0,5983000.0,1552000.0,12707000.0,-250475000.0,11306000.0,5090000.0,-2230000.0,-2956000.0,-3413000.0,-21000.0,-1454000.0
231,YHC,12521175.0,6932568.0,0.0,177550.0,5386789.0,0.0,7015372.0,-517961.0,-42306803.0,-1645461.0,838185.0,-10236592.0,-14754112.0,-14754112.0,,-3053124.0
232,TTI,133071751.0,614085000.0,179859000.0,120902000.0,41000000.0,214711000.0,41042000.0,273004000.0,-164376000.0,176682000.0,157140000.0,18772000.0,18961000.0,4049000.0,-17956000.0,-14021000.0
233,GDC,11167294.0,2734987.0,1350114.0,,22538.0,2034802.0,,-281709.0,-83194386.0,-1442148.0,0.0,-4005068.0,-2051086.0,-2531153.0,,-356050.0
234,FCAP,3806983.0,1187523000.0,14179000.0,4575000.0,26592000.0,,1922000.0,114599000.0,105290000.0,,11342000.0,,,3262000.0,-323000.0,3741000.0
235,UFPT,7706344.0,628995000.0,86712000.0,84677000.0,13450000.0,206033000.0,24269000.0,342760000.0,306501000.0,118650000.0,144070000.0,23439000.0,27134000.0,16375000.0,-3007000.0,21417000.0
236,EVTL,69542515.0,47732000.0,5047000.0,,22556000.0,2201000.0,5444000.0,-499341000.0,-1152283000.0,-498289000.0,0.0,-46157000.0,-32659000.0,-735580000.0,-15000.0,-20791000.0
237,AVT,86504562.0,11712330000.0,757998000.0,4095480000.0,188912000.0,2832272000.0,3319033000.0,4884967000.0,3501184000.0,5780973000.0,5315423000.0,152361000.0,168272000.0,87919000.0,-26739000.0,114137000.0
238,BTOC,41677147.0,163714710.0,117544083.0,31159196.0,5118815.0,123112076.0,4398396.0,33181594.0,17462314.0,2695463.0,51143682.0,-2062010.0,-972998.0,-1659240.0,-717473.0,-6346837.0
239,DDOG,342118782.0,5785339000.0,399482000.0,598919000.0,1246983000.0,1842180000.0,107731000.0,2714363000.0,30048000.0,3048402000.0,737727000.0,9392000.0,74847000.0,45594000.0,-24256000.0,240972000.0
240,BPT,21400000.0,4159000.0,,,4159000.0,,,3627000.0,,3627000.0,0.0,-156000.0,-156000.0,-106000.0,,-93000.0
241,AUR,1733000000.0,2138000000.0,224000000.0,,211000000.0,121000000.0,,1875000000.0,-4358000000.0,1149000000.0,0.0,-199000000.0,-193000000.0,-193000000.0,-8000000.0,-150000000.0
242,TALKW,168849591.0,138677000.0,6259000.0,9643000.0,76692000.0,,7710000.0,117395000.0,-269236000.0,111159000.0,48720000.0,569000.0,776000.0,1214000.0,-1675000.0,2406000.0
243,DXLG,54680087.0,380955000.0,228066000.0,1629000.0,11901000.0,184615000.0,24344000.0,141223000.0,-43847000.0,41191000.0,119203000.0,-431000.0,3215000.0,-1316000.0,-8318000.0,8810000.0
244,CRGOW,47995858.0,73779000.0,1611000.0,3057000.0,10118000.0,954000.0,2731000.0,54888000.0,-206670000.0,28790000.0,6587000.0,-5037000.0,-8295000.0,-9837000.0,-16000.0,-4545000.0
245,IHRT,147062951.0,5571696000.0,1158008000.0,993328000.0,259580000.0,5857571000.0,253264000.0,-1377069000.0,-4340083000.0,491562000.0,1118269000.0,105084000.0,88672000.0,31490000.0,-25420000.0,-24208000.0
246,AERT,44500426.0,50681000.0,13888000.0,14188000.0,2386000.0,18415000.0,7819000.0,692000.0,-25626000.0,-10419000.0,17607000.0,-5157000.0,1182000.0,3053000.0,-390000.0,-2468000.0
247,HBB,13782026.0,418020000.0,71976000.0,82331000.0,48296000.0,95715000.0,126342000.0,163181000.0,124083000.0,154610000.0,133372000.0,2313000.0,3538000.0,1805000.0,-516000.0,6104000.0
248,OKTA,173459000.0,9437000000.0,117000000.0,621000000.0,409000000.0,952000000.0,13000000.0,6405000000.0,-2802000000.0,893000000.0,682000000.0,19000000.0,56000000.0,23000000.0,-2000000.0,284000000.0
249,XCUR,1730229.0,15056000.0,26000.0,,12508000.0,5935000.0,1031000.0,6772000.0,-199264000.0,10602000.0,0.0,-1444000.0,-6969000.0,-7181000.0,,-845000.0
250,TEN,30805776.0,3706522000.0,3183087000.0,26451000.0,343373000.0,1614193000.0,55846000.0,1727708000.0,652651000.0,43284000.0,188260000.0,-6249000.0,58786000.0,19272000.0,,-562217000.0
251,LU,1733321278.0,206449110000.0,461384000.0,4535535000.0,27038935000.0,47594943000.0,6049571000.0,84546943000.0,62949758000.0,,4387486000.0,,,-874806000.0,,503690000.0
252,ATO,158726065.0,26497093000.0,22962043000.0,628871000.0,584536000.0,8510133000.0,,12780481000.0,4433024000.0,653279000.0,1175999000.0,459480000.0,664647000.0,351858000.0,-891191000.0,-609169000.0
253,MYRG,16138503.0,1522061000.0,316186000.0,569105000.0,10896000.0,132173000.0,286228000.0,548672000.0,408148000.0,229481000.0,833620000.0,33189000.0,50374000.0,23308000.0,-13066000.0,70220000.0
254,SKT,113173206.0,2477859000.0,75762000.0,,10156000.0,1647234000.0,,633895000.0,-524846000.0,-187291000.0,135363000.0,37404000.0,72917000.0,19201000.0,,41437000.0
255,WNEB,20875713.0,2653090000.0,24421000.0,8468000.0,57186000.0,123141000.0,,235910000.0,142745000.0,,20371000.0,,,3288000.0,-815000.0,5240000.0
256,PKG,89802000.0,8833200000.0,4315900000.0,1144000000.0,685000000.0,2771500000.0,430300000.0,4404000000.0,3776700000.0,2231400000.0,,,,,-201300000.0,124100000.0
257,CNS,50972009.0,834865000.0,165897000.0,79020000.0,65227000.0,140046000.0,8194000.0,507687000.0,-121933000.0,275780000.0,139838000.0,50569000.0,53400000.0,39778000.0,-1075000.0,-110023000.0
258,NETD,38125000.0,333516287.0,,,1599682.0,3050000.0,296368.0,315718315.0,-16063578.0,1421438.0,0.0,-3156494.0,-3156494.0,611245.0,,-45412.0
259,HNRG,42598058.0,369120000.0,257704000.0,15438000.0,7232000.0,57150000.0,24291000.0,104285000.0,-85439000.0,-48045000.0,94219000.0,-479000.0,-196121000.0,-215792000.0,-13761000.0,25188000.0
260,CVKD,1782486.0,10123533.0,6944.0,,10017942.0,0.0,1502468.0,7439575.0,-25722783.0,7428839.0,0.0,-4278428.0,-4186862.0,-4187269.0,,-1797243.0
261,KLTR,149646001.0,181305000.0,28498000.0,19978000.0,33059000.0,50030000.0,3265000.0,24387000.0,-468810000.0,19895000.0,45609000.0,-3793000.0,-3250000.0,-6605000.0,-100000.0,4213000.0
262,HLXB,23509000.0,194424196.0,,,1697777.0,,,188716681.0,-3733121.0,1762262.0,0.0,-295893.0,-295893.0,1953176.0,,-87859.0
263,GELS,9438075.0,20757827.0,16642.0,8251.0,24522.0,3843599.0,387034.0,15112297.0,-11495930.0,-3562838.0,0.0,-795045.0,-679856.0,-1133132.0,-65060.0,-367210.0
264,LFMD,42293907.0,72460026.0,7879780.0,8217813.0,35004924.0,25103230.0,16009484.0,-5485501.0,-236253218.0,-11522056.0,64254572.0,1018242.0,3565337.0,-106272.0,-2720727.0,-1152378.0
265,FLUT,177895367.0,24508000000.0,1000000000.0,98000000.0,3461000000.0,7283000000.0,266000000.0,9293000000.0,9573000000.0,-246000000.0,3792000000.0,279000000.0,340000000.0,130000000.0,-179000000.0,473000000.0
266,APLS,124495000.0,885051000.0,19035000.0,264926000.0,411290000.0,469784000.0,38572000.0,228539000.0,-3035366000.0,603445000.0,212528000.0,-26164000.0,-24079000.0,-36353000.0,-20000.0,19340000.0
267,MPWR,47823000.0,3617097000.0,529143000.0,172518000.0,691816000.0,12974000.0,102526000.0,3145767000.0,2487461000.0,1270486000.0,621665000.0,163307000.0,173350000.0,1449363000.0,-64802000.0,102879000.0
268,TPG,109211355.0,10535109000.0,297955000.0,,808017000.0,1583311000.0,45606000.0,784101000.0,-186983000.0,,721447000.0,,,12980000.0,-1463000.0,-189537000.0
269,ONMDW,28175172.0,3727000.0,108000.0,213000.0,172000.0,8763000.0,6371000.0,-15950000.0,-101569000.0,-15609000.0,26000.0,-2666000.0,-2319000.0,-2374000.0,-35000.0,-2062000.0
270,CSPI,9880000.0,67523000.0,777000.0,14888000.0,30654000.0,2661000.0,10636000.0,47456000.0,30023000.0,35632000.0,15670000.0,-354000.0,631000.0,472000.0,-47000.0,1694000.0
271,SNX,99012000.0,28796066000.0,468389000.0,9424100000.0,541863000.0,4327965000.0,13037467000.0,8050395000.0,2886098000.0,4225016000.0,14531707000.0,305521000.0,402473000.0,167537000.0,-41525000.0,-789522000.0
272,FLNC,130738446.0,2213977000.0,18845000.0,146956000.0,607356000.0,389096000.0,101858000.0,409435000.0,-192914000.0,722261000.0,186788000.0,-53718000.0,-49233000.0,-41466000.0,-5186000.0,-216418000.0
273,TSN,447194373.0,37310000000.0,9353000000.0,2323000000.0,2292000000.0,9806000000.0,2497000000.0,18503000000.0,19054000000.0,5302000000.0,13623000000.0,580000000.0,946000000.0,359000000.0,-271000000.0,760000000.0
274,HYLN,184335183.0,272285000.0,23207000.0,1257000.0,28065000.0,6528000.0,1654000.0,257728000.0,-135414000.0,152200000.0,0.0,-15110000.0,-14255000.0,-11202000.0,-2494000.0,-12389000.0
275,RVMD,185896625.0,2558301000.0,141823000.0,0.0,543064000.0,135843000.0,54427000.0,2265204000.0,-1737801000.0,2163718000.0,0.0,-216310000.0,-212923000.0,-194569000.0,-1222000.0,-139512000.0
276,GSRT,29172500.0,233347974.0,,,1787033.0,,,224098445.0,-7314268.0,1886349.0,0.0,-346579.0,-346579.0,1065530.0,,-553615.0
277,MDCX,11816721.0,5646878.0,268571.0,,4164323.0,322268.0,1284612.0,3134704.0,-28903903.0,3072078.0,0.0,-2350705.0,-1478471.0,-2274581.0,,-3267155.0
278,AGAE,40385798.0,129827256.0,7857811.0,297025.0,10992235.0,43250197.0,365509.0,74015261.0,-123201338.0,62766218.0,2163541.0,-1180573.0,-777049.0,-4027941.0,-85056.0,-8795046.0
279,DGII,43416277.0,796113000.0,44643000.0,64928000.0,25935000.0,108589000.0,27049000.0,590675000.0,257433000.0,55535000.0,103866000.0,13359000.0,21957000.0,10083000.0,-577000.0,29142000.0
280,QVCGB,398582348.0,9243000000.0,1102000000.0,1143000000.0,905000000.0,5566000000.0,776000000.0,-971000000.0,-1094000000.0,575000000.0,2944000000.0,209000000.0,-1161000000.0,-1286000000.0,-76000000.0,136000000.0
281,KB,393528423.0,757845532000000.0,5390015000000.0,,30792747000000.0,127967864000000.0,36125000000.0,57888952000000.0,34808220000000.0,,4774115000000.0,,,682932000000.0,-266879000000.0,-1253495000000.0
282,SIM,461004904.0,74392653000.0,20340653000.0,5308841000.0,29815903000.0,6161000.0,3272613000.0,61910798000.0,54177349000.0,40905502000.0,7782611000.0,1426054000.0,1775556000.0,1304677000.0,-668118000.0,-361156000.0
283,MEI,37004282.0,1304600000.0,233500000.0,220000000.0,103800000.0,355200000.0,107700000.0,704300000.0,558300000.0,370800000.0,239900000.0,-2200000.0,11400000.0,-14400000.0,-8500000.0,19600000.0
284,OMCC,6654000.0,79486000.0,27795000.0,133000.0,27132000.0,3796000.0,1701000.0,53940000.0,94885000.0,,3220000.0,,,-124000.0,-2288000.0,-2880000.0
285,MURA,17060310.0,169394000.0,14498000.0,,115462000.0,8022000.0,2056000.0,140502000.0,-159371000.0,126722000.0,0.0,-35854000.0,-34986000.0,-34274000.0,-23000.0,-31793000.0
286,FIZZ,101994358.0,594020000.0,219423000.0,90903000.0,149222000.0,55332000.0,62637000.0,400236000.0,372989000.0,232956000.0,267050000.0,50577000.0,55361000.0,39643000.0,-10204000.0,36327000.0
287,ZS,154725000.0,5005968000.0,506018000.0,514314000.0,1758506000.0,1238342000.0,24600000.0,1607346000.0,-1167855000.0,616340000.0,647900000.0,-40140000.0,13553000.0,-7724000.0,-36005000.0,143428000.0
288,NNOX,63762001.0,210002000.0,49198000.0,1805000.0,39304000.0,7446000.0,2209000.0,189119000.0,-373749000.0,64708000.0,3000000.0,-14975000.0,-12040000.0,-14061000.0,-1037000.0,-11569000.0
289,MATW,30968686.0,1827243000.0,272644000.0,146135000.0,40246000.0,874007000.0,107801000.0,408192000.0,593958000.0,243134000.0,427629000.0,5948000.0,22452000.0,-8916000.0,-8739000.0,-2411000.0
290,KRUS,12085050.0,410372000.0,294877000.0,,85171000.0,161401000.0,7190000.0,225045000.0,-37730000.0,59228000.0,64894000.0,-4589000.0,-334000.0,-3781000.0,-11635000.0,-7374000.0
291,FHTX,55593131.0,283982000.0,32605000.0,,55454000.0,37131000.0,3785000.0,-45528000.0,-558184000.0,182612000.0,2856000.0,-24005000.0,-23244000.0,-19503000.0,-479000.0,-24998000.0
292,XPRO,116027967.0,2293086000.0,618920000.0,483000000.0,179312000.0,202634000.0,110988000.0,1499745000.0,-513267000.0,497962000.0,390872000.0,18145000.0,63566000.0,13948000.0,-33112000.0,8397000.0
293,CNVS,15786074.0,80542000.0,2927000.0,33938000.0,6083000.0,4378000.0,7207000.0,37430000.0,-501667000.0,6756000.0,40740000.0,9436000.0,10455000.0,7113000.0,-80000.0,7285000.0
294,CDNS,274313598.0,9013486000.0,466322000.0,314976000.0,2777674000.0,2477159000.0,,4776257000.0,6265447000.0,2697320000.0,1242366000.0,361411000.0,436280000.0,273579000.0,-23061000.0,463960000.0
295,WEC,317680855.0,47363200000.0,34645400000.0,1669300000.0,9800000.0,20327000000.0,1137100000.0,12425400000.0,8083800000.0,-1930200000.0,2284200000.0,603000000.0,1076700000.0,453800000.0,-846400000.0,-264600000.0
296,ASPI,72068059.0,94347988.0,23476511.0,706925.0,61890048.0,37745925.0,1021393.0,47898492.0,-56172881.0,58685391.0,1193878.0,-7647765.0,-8936558.0,-9181332.0,-3019977.0,-6779788.0
297,POST,58427526.0,12819600000.0,2299900000.0,608400000.0,872900000.0,6945600000.0,563200000.0,3887300000.0,1896500000.0,1366700000.0,1974700000.0,214100000.0,349800000.0,113300000.0,-139000000.0,171400000.0
298,OPFI,22956734.0,641171000.0,24259000.0,,61344000.0,332052000.0,879000.0,32774000.0,-55127000.0,504222000.0,135723000.0,79570000.0,81696000.0,-5609000.0,-4403000.0,90104000.0
299,SOHOB,19849165.0,414375920.0,,7525356.0,7327880.0,340376665.0,26577504.0,43053025.0,-131695891.0,13333630.0,43951508.0,3914634.0,9497098.0,-1039202.0,,4471818.0
300,IPA,45765118.0,45534000.0,15707000.0,3606000.0,12915000.0,12928000.0,4391000.0,25124000.0,-126633000.0,11809000.0,6151000.0,-3293000.0,-22967000.0,-21521000.0,-112000.0,-1315000.0
301,STKS,30802537.0,959353000.0,536324000.0,12294000.0,27576000.0,641018000.0,30883000.0,205250000.0,0.0,-61769000.0,221880000.0,27081000.0,38476000.0,2064000.0,-17787000.0,733000.0
302,BPMC,63712256.0,1179813000.0,100774000.0,75797000.0,102014000.0,469106000.0,6790000.0,298665000.0,-2407031000.0,481882000.0,146366000.0,-41203000.0,-27115000.0,-49956000.0,-932000.0,-30296000.0
303,COOK,130427492.0,830677000.0,81319000.0,85331000.0,14981000.0,434131000.0,27701000.0,276430000.0,-688885000.0,120882000.0,168637000.0,-238000.0,13502000.0,-6958000.0,-2098000.0,5374000.0
304,RBA,184732582.0,11807000000.0,2804500000.0,301700000.0,533900000.0,4287100000.0,139700000.0,5706000000.0,1090300000.0,383500000.0,1141600000.0,212500000.0,367300000.0,118500000.0,-82400000.0,102100000.0
305,GBR,5131934.0,4594000.0,636000.0,,363000.0,,20000.0,4537000.0,-59094000.0,315000.0,36000.0,-73000.0,-70000.0,-19000.0,,-67000.0
306,ELMD,8556844.0,52274000.0,5216000.0,22775000.0,16235000.0,,1506000.0,43603000.0,22577000.0,35522000.0,16255000.0,2542000.0,2814000.0,1968000.0,-237000.0,2914000.0
307,DMAC,42766497.0,46345000.0,427000.0,1000.0,3025000.0,340000.0,940000.0,40718000.0,-140002000.0,39220000.0,0.0,-8419000.0,-8408000.0,-7900000.0,-7000.0,-6441000.0
308,SERA,33742709.0,72575000.0,1239000.0,34000.0,4043000.0,840000.0,1969000.0,47803000.0,-279794000.0,22830000.0,24000.0,-9423000.0,-8362000.0,-8579000.0,-61000.0,-6321000.0
309,GORO,95788388.0,145874000.0,128389000.0,2184000.0,1628000.0,,11258000.0,27283000.0,-81077000.0,2096000.0,12970000.0,-7336000.0,-4765000.0,-14251000.0,-1268000.0,58000.0
310,THG,60500000.0,15274500000.0,,3795300000.0,435500000.0,784100000.0,37700000.0,2841800000.0,3209600000.0,,1578300000.0,,,167900000.0,-3000000.0,210500000.0
311,PZG,66108645.0,53861079.0,49129888.0,,3405400.0,11543534.0,,35545365.0,-85981866.0,3716907.0,0.0,-1218881.0,-1604247.0,-2031489.0,-51077.0,-946411.0
312,TCMD,23883475.0,297924000.0,22236000.0,44937000.0,94367000.0,45111000.0,5648000.0,216597000.0,35854000.0,136859000.0,85585000.0,12515000.0,17629000.0,9716000.0,-492000.0,15841000.0
313,PLMR,26529402.0,2262220000.0,429000.0,700883000.0,80438000.0,0.0,260247000.0,729030000.0,262216000.0,,155640000.0,,,34965000.0,-4224000.0,68413000.0
314,BBVA,5763285465.0,772402000000.0,9759000000.0,,82054000000.0,69867000000.0,,55655000000.0,,,9320000000.0,,,2433000000.0,-371000000.0,10717000000.0
315,IBO,11503955.0,20290000.0,17000.0,,1999000.0,8878000.0,713000.0,4259000.0,-37669000.0,-7337000.0,0.0,-875000.0,-26551000.0,-27108000.0,,-1256000.0
316,SCWO,142951545.0,19183833.0,3258585.0,269733.0,10651644.0,652696.0,906394.0,15474781.0,-28387618.0,11760131.0,11856.0,-4841216.0,-4694217.0,-4775512.0,,-2746338.0
317,IPW,31359899.0,43869572.0,5060488.0,13926432.0,2877457.0,9545780.0,8853320.0,21748124.0,-12041063.0,13769777.0,19072571.0,683607.0,1083020.0,218819.0,-462226.0,-434509.0
318,SKYW,84250565.0,7114266000.0,5706533000.0,137161000.0,178973000.0,2643308000.0,576056000.0,2474291000.0,2694724000.0,-345800000.0,948455000.0,139377000.0,147836000.0,100551000.0,-78450000.0,92573000.0
319,EYPT,68266005.0,418465000.0,29177000.0,607000.0,99704000.0,21858000.0,11721000.0,336501000.0,-873016000.0,334258000.0,11588000.0,-45239000.0,-40828000.0,-41399000.0,-384000.0,-36233000.0
320,HUM,198719321.0,50930000000.0,2427000000.0,4459000000.0,4250000000.0,13306000000.0,16831000000.0,17751000000.0,29453000000.0,,32112000000.0,,,1244000000.0,-95000000.0,236000000.0
321,ALGS,3864436.0,70094000.0,7326000.0,,36997000.0,8375000.0,2571000.0,-28973000.0,-618008000.0,40404000.0,629000.0,-20563000.0,-19892000.0,-82150000.0,-28000.0,-18431000.0
322,CMRE,130958943.0,5148687000.0,3722805000.0,45509000.0,704633000.0,2350542000.0,49425000.0,2513514000.0,1279605000.0,294656000.0,548403000.0,133211000.0,105160000.0,34972000.0,-104819000.0,24116000.0
323,DXPE,20402861.0,1349494000.0,128125000.0,339365000.0,148320000.0,676359000.0,103728000.0,422788000.0,389670000.0,417890000.0,470914000.0,39291000.0,48984000.0,21363000.0,-9395000.0,22748000.0
324,BAERW,53992839.0,290809000.0,191493640.0,3213000.0,39336000.0,212557000.0,5330000.0,53477000.0,-429239000.0,40417000.0,15585000.0,-7483000.0,-4497000.0,-12845000.0,-1168000.0,8021000.0
325,ARI,138871188.0,8784193000.0,,61047000.0,166424000.0,6814966000.0,31619000.0,1860608000.0,-835026000.0,,68554000.0,,,25991000.0,-24867000.0,14449000.0
326,ELVA,40088915.0,45067000.0,8809000.0,10401000.0,8170000.0,17374000.0,4745000.0,20059000.0,-129664000.0,12643000.0,11169000.0,-190000.0,582000.0,-420000.0,-10000.0,-287000.0
327,SFL,146804319.0,4107769000.0,3552298000.0,36821000.0,134551000.0,2839462000.0,34305000.0,1128422000.0,0.0,-511839000.0,224952000.0,58570000.0,130478000.0,20198000.0,-126983000.0,-25158000.0
328,DTST,7014373.0,25280215.0,4015036.0,2225458.0,1070097.0,673450.0,,21419055.0,-18982589.0,11869914.0,6416229.0,280712.0,775416.0,287955.0,-684356.0,503143.0
329,ITIC,2178000.0,333571000.0,34091000.0,16054000.0,24654000.0,6356000.0,34011000.0,251773000.0,251418000.0,,70628000.0,,,8362000.0,-1348000.0,10801000.0
330,SHEL,6016082392.0,389248000000.0,183712000000.0,48247000000.0,35601000000.0,76511000000.0,60870000000.0,178816000000.0,157527000000.0,30574000000.0,69234000000.0,9471000000.0,15209000000.0,4780000000.0,-3748000000.0,5533000000.0
331,DHIL,2774649.0,224437389.0,8658125.0,18958638.0,25140171.0,6281315.0,5839297.0,168553669.0,152220863.0,34186973.0,41950959.0,13063899.0,13285567.0,10362263.0,-542153.0,-11275946.0
332,KFII,34162310.0,142838.0,,,,120511.0,,-20173.0,-45173.0,-153629.0,0.0,-18040.0,-18040.0,-18040.0,,0.0
333,GLTO,1253843.0,17132000.0,130000.0,,14175000.0,73000.0,377000.0,15831000.0,-277524000.0,15642000.0,0.0,-7102000.0,-7102000.0,-6741000.0,,-4936000.0
334,RAVE,25647171.0,16115000.0,819000.0,1115000.0,2871000.0,764000.0,455000.0,13779000.0,6045000.0,8912000.0,2869000.0,664000.0,780000.0,607000.0,,651000.0
335,OABI,120222547.0,325558000.0,33281000.0,5272000.0,27598000.0,23164000.0,2297000.0,287618000.0,-101400000.0,53050000.0,10804000.0,-15880000.0,-8274000.0,-13068000.0,-46000.0,-3918000.0
336,KEP,641964077.0,246807795000000.0,183585908000000.0,11099174000000.0,2382979000000.0,24358837000000.0,4494504000000.0,39915236000000.0,20128247000000.0,-34713584000000.0,22708458000000.0,2281598000000.0,5812853000000.0,1015812000000.0,-3966380000000.0,-959777000000.0
337,LHX,187593750.0,41248000000.0,2755000000.0,1501000000.0,517000000.0,12252000000.0,2047000000.0,19131000000.0,3787000000.0,147000000.0,5132000000.0,559000000.0,910000000.0,386000000.0,-59000000.0,-101000000.0
338,UTHR,45092551.0,7743900000.0,1302700000.0,322000000.0,1899900000.0,200000000.0,,6807200000.0,7544400000.0,3218300000.0,794400000.0,382800000.0,449400000.0,322200000.0,-74900000.0,386300000.0
339,GOLF,61214541.0,2180206000.0,325747000.0,218368000.0,53059000.0,763963000.0,150322000.0,765247000.0,180276000.0,501166000.0,445169000.0,-5209000.0,9079000.0,-1116000.0,-32102000.0,-33222000.0
340,AGNCN,897400000.0,88015000000.0,,,505000000.0,64000000.0,,9762000000.0,-8554000000.0,,154000000.0,,,122000000.0,,79000000.0
341,BASE,53078742.0,260598000.0,11149000.0,49242000.0,30536000.0,4316000.0,2186000.0,127616000.0,-565312000.0,101065000.0,54922000.0,-15833000.0,-14271000.0,-15611000.0,-375000.0,3983000.0
342,BULL,459363005.0,2068669417.0,99923521.0,304879073.0,270728008.0,15408514.0,1388291517.0,-2256248639.0,-2241066624.0,485592571.0,107704214.0,15036984.0,19314708.0,10761985.0,-460770.0,37972231.0
343,FTV,368200000.0,17137000000.0,433900000.0,929300000.0,892100000.0,3862900000.0,669300000.0,10236400000.0,8372300000.0,-21600000.0,1474200000.0,233600000.0,368300000.0,171900000.0,-26700000.0,215000000.0
344,TAC,297500000.0,9499000000.0,6170000000.0,570000000.0,337000000.0,4559000000.0,694000000.0,1746000000.0,-2458000000.0,-796000000.0,678000000.0,12000000.0,160000000.0,-39000000.0,-114000000.0,101000000.0
345,EVH,116575773.0,2544411000.0,79285000.0,414681000.0,104203000.0,713673000.0,96025000.0,1001259000.0,-780817000.0,-108384000.0,646542000.0,-1286000.0,12093000.0,-22802000.0,-6151000.0,-32382000.0
346,DYNXW,20000000.0,427860.0,,,,105274.0,,-27461.0,-52461.0,-350047.0,0.0,-439191.0,-439191.0,-83110.0,,-132820.0
347,VRE,93311881.0,2951573000.0,4883000.0,1169000.0,7596000.0,1667208000.0,40648000.0,1080486000.0,-1484436000.0,-376242000.0,67756000.0,9038000.0,30389000.0,-10699000.0,,13193000.0
