,Ticker,Share Issued,Total Assets,Net PPE,Accounts Receivable,Cash And Cash Equivalents,Total Debt,Accounts Payable,Stockholders Equity,Retained Earnings,Working Capital,Total Revenue,Operating Income,EBITDA,Net Income,Capital Expenditure,Free Cash Flow
348,ELLO,13110631.0,677257000.0,517062000.0,980000.0,41134000.0,521063000.0,8856000.0,118622000.0,-11561000.0,-23827000.0,8678000.0,1070000.0,-6405000.0,-11194000.0,-23763000.0,-21340000.0
349,NGVT,43630211.0,2022600000.0,709300000.0,141000000.0,68000000.0,1454700000.0,94500000.0,195200000.0,572000000.0,229100000.0,298800000.0,55200000.0,59500000.0,16600000.0,-24900000.0,39600000.0
350,EBTC,12447308.0,4827726000.0,66570000.0,20553000.0,83841000.0,236800000.0,9055000.0,360748000.0,328243000.0,,44109000.0,,,10727000.0,-398000.0,17705000.0
351,RDZN,71968686.0,32002010.0,1118014.0,2872912.0,5812935.0,23517087.0,18559163.0,-29919485.0,-223731995.0,-35369476.0,12086286.0,-3168813.0,-1206082.0,-2517690.0,,-3230497.0
352,TAL,,5789064000.0,783129000.0,,2240827000.0,381090000.0,189271000.0,3772692000.0,-601600000.0,2715449000.0,606446000.0,-17432000.0,-17432000.0,23069000.0,,378038000.0
353,AGRI,1550295.0,10763983.0,808895.0,,489868.0,1484908.0,696168.0,6111253.0,-60782119.0,-3013032.0,26572.0,-2120275.0,-2393820.0,-2867651.0,,-3355795.0
354,PARR,55952124.0,3829371000.0,1584429000.0,398131000.0,191921000.0,1566923000.0,436795000.0,1191302000.0,295846000.0,675976000.0,1832221000.0,-45878000.0,-15903000.0,-55695000.0,-47676000.0,-63142000.0
355,C,3099719006.0,2352945000000.0,30192000000.0,50841000000.0,276532000000.0,335805000000.0,66601000000.0,208598000000.0,206294000000.0,,19586000000.0,,,2856000000.0,-1688000000.0,23108000000.0
356,MKSI,67400000.0,8590000000.0,1009000000.0,615000000.0,714000000.0,4780000000.0,341000000.0,2322000000.0,503000000.0,1699000000.0,934000000.0,139000000.0,235000000.0,91000000.0,-51000000.0,125000000.0
357,ASTI,1324804.0,7146426.0,2114028.0,0.0,3170743.0,2062580.0,449437.0,3379923.0,-491608710.0,1432912.0,0.0,-1445148.0,-1250961.0,-1455838.0,,-1526831.0
358,PAL,27069114.0,508086944.0,133607172.0,37394656.0,15398714.0,93571545.0,9829355.0,337979523.0,-9048097.0,15063511.0,91505501.0,-2292996.0,8497415.0,-1365476.0,,3718744.0
359,ACCS,3833977.0,50638000.0,1131000.0,3351000.0,4103000.0,16598000.0,1423000.0,25226000.0,1141000.0,-2788000.0,1455000.0,-2607000.0,-15941000.0,-10195000.0,-60000.0,806000.0
360,VIGL,39665999.0,117691000.0,16087000.0,,39019000.0,12945000.0,1967000.0,71635000.0,-307028000.0,66437000.0,0.0,-25114000.0,-25001000.0,-23831000.0,,-18141000.0
361,IDXX,107916000.0,3213689000.0,833623000.0,527464000.0,163970000.0,1059359000.0,120096000.0,1448013000.0,5575115000.0,181400000.0,998427000.0,316534000.0,351813000.0,242677000.0,-30026000.0,207936000.0
362,SPG,342953839.0,32405691000.0,519607000.0,796513000.0,1400345000.0,24784778000.0,1712465000.0,2941925000.0,-6382515000.0,-566361000.0,1582232000.0,835746000.0,1327865000.0,668065000.0,-217870000.0,867679000.0
363,IAC,90620499.0,9547160000.0,392761000.0,519690000.0,1798170000.0,1966847000.0,71991000.0,5577898000.0,-538974000.0,1598843000.0,989307000.0,50621000.0,-160579000.0,-198977000.0,-18202000.0,91891000.0
364,ULS,200174493.0,2800000000.0,817000000.0,380000000.0,298000000.0,935000000.0,182000000.0,904000000.0,250000000.0,181000000.0,739000000.0,115000000.0,152000000.0,81000000.0,-58000000.0,72000000.0
365,CIFR,361432449.0,855446000.0,532298000.0,596000.0,5585000.0,56389000.0,22699000.0,681953000.0,-181412000.0,36427000.0,42223000.0,-33313000.0,52806000.0,17510000.0,-75181000.0,-104159000.0
366,SNYR,8703818.0,16343101.0,,5321037.0,687920.0,27515347.0,,-16631343.0,-44099813.0,-1124601.0,10271207.0,1358452.0,1672558.0,105667.0,,-3425911.0
367,FRSH,298380244.0,1541180000.0,63556000.0,112295000.0,594243000.0,39861000.0,2146000.0,1061830000.0,-3737181000.0,782569000.0,196273000.0,-10011000.0,-3651000.0,-1304000.0,-4068000.0,53905000.0
368,TTE,2270057201.0,291057000000.0,112249000000.0,24882000000.0,22837000000.0,58992000000.0,42554000000.0,117956000000.0,,6666000000.0,47899000000.0,6401000000.0,10465000000.0,3851000000.0,-4222000000.0,-1659000000.0
369,XBP,30362265.0,88045000.0,16077000.0,14554000.0,12099000.0,35392000.0,12553000.0,-21346000.0,-23705000.0,-27427000.0,35785000.0,-290000.0,1805000.0,-2666000.0,-269000.0,5658000.0
370,TCOM,689450266.0,242581000000.0,5901000000.0,12459000000.0,48439000000.0,40322000000.0,16578000000.0,142550000000.0,45251000000.0,38110000000.0,12744000000.0,3088000000.0,2681000000.0,2157000000.0,-122000000.0,2331000000.0
371,WU,332100000.0,8337900000.0,77000000.0,1923800000.0,1446200000.0,2791300000.0,376200000.0,939400000.0,-3400000.0,291400000.0,983600000.0,177400000.0,221800000.0,123500000.0,-24400000.0,123800000.0
372,VNCE,12603273.0,254704000.0,95851000.0,29445000.0,892000.0,150049000.0,27024000.0,57104000.0,-1088336000.0,42791000.0,80162000.0,5761000.0,6792000.0,4349000.0,-1304000.0,5135000.0
373,SGU,34574000.0,986752000.0,195650000.0,176279000.0,48792000.0,307373000.0,48234000.0,0.0,,-65996000.0,488063000.0,43286000.0,57122000.0,27513000.0,-4000000.0,-68564000.0
374,SGN,1825119.0,1114683.0,142872.0,75168.0,181271.0,575354.0,2251307.0,-2205874.0,-25684888.0,-2985687.0,120599.0,-3057914.0,-2663716.0,-3313171.0,,422557.0
375,RAND,3041858.0,72457433.0,,,834805.0,600000.0,2260626.0,65332520.0,2542382.0,,-2416552.0,,,-2946058.0,,782071.0
376,MSA,62081391.0,2235885000.0,268022000.0,294423000.0,170617000.0,547738000.0,116474000.0,1190145000.0,1389222000.0,542722000.0,421340000.0,83761000.0,101035000.0,59605000.0,-10784000.0,51049000.0
377,XOM,8019094536.0,453475000000.0,294318000000.0,35282000000.0,23029000000.0,41710000000.0,36145000000.0,263705000000.0,470903000000.0,21683000000.0,81058000000.0,7773000000.0,16695000000.0,7610000000.0,-6837000000.0,5392000000.0
378,YOU,97472060.0,1194932000.0,165754000.0,511000.0,66892000.0,121255000.0,18020000.0,198353000.0,83778000.0,19164000.0,206270000.0,34078000.0,41055000.0,103286000.0,-2750000.0,133862000.0
379,CXM,269573539.0,1184199000.0,76217000.0,285656000.0,145270000.0,48705000.0,27353000.0,612063000.0,-626065000.0,336514000.0,202539000.0,10459000.0,15323000.0,98679000.0,-3824000.0,1541000.0
380,UNTY,11616000.0,2654017000.0,18778000.0,12691000.0,180438000.0,230814000.0,1702000.0,295583000.0,227331000.0,,28227000.0,,,11505000.0,-339000.0,22681000.0
381,RVMDW,185896625.0,2558301000.0,141823000.0,0.0,543064000.0,135843000.0,54427000.0,2265204000.0,-1737801000.0,2163718000.0,0.0,-216310000.0,-212923000.0,-194569000.0,-1222000.0,-139512000.0
382,MD,85866000.0,2152700000.0,78439000.0,259990000.0,229940000.0,662313000.0,46431000.0,764938000.0,-248540000.0,205497000.0,502364000.0,58100000.0,49911000.0,30480000.0,-3440000.0,129570000.0
383,QRHC,20587675.0,175645000.0,5812000.0,62252000.0,396000.0,79183000.0,37088000.0,54156000.0,-125111000.0,30748000.0,69970012.0,-1666364.0,-4619044.0,-9507708.0,-773715.0,-5539531.0
384,MUR,195100628.0,9667479000.0,8832189000.0,272530000.0,423569000.0,2065962000.0,472165000.0,5194250000.0,6773289000.0,-157535000.0,669574000.0,120339000.0,337664000.0,50336000.0,-174875000.0,258685000.0
385,BBSI,25784000.0,745508000.0,77110000.0,234533000.0,55367000.0,21446000.0,6787000.0,221404000.0,199995000.0,116546000.0,304820000.0,20619000.0,25044000.0,16800000.0,-3159000.0,50216000.0
386,CWK,231281053.0,7407500000.0,405300000.0,1307200000.0,623200000.0,3273800000.0,1095100000.0,1776400000.0,-984000000.0,401600000.0,2284600000.0,51800000.0,105700000.0,1900000.0,-4600000.0,-166600000.0
387,CATO,20537776.0,452361000.0,209196000.0,11428000.0,20279000.0,145896000.0,88641000.0,162296000.0,31935000.0,34947000.0,157909000.0,-15281000.0,-743000.0,-14052000.0,-1363000.0,-7842000.0
388,GPI,24964378.0,9887000000.0,3211600000.0,316700000.0,70500000.0,5268200000.0,727900000.0,2992400000.0,4243900000.0,4900000.0,5505300000.0,245300000.0,263500000.0,128100000.0,-52200000.0,106500000.0
389,NNI,47599083.0,13777753000.0,95185000.0,159934000.0,194518000.0,8309797000.0,21046000.0,3349762000.0,3340540000.0,,293017000.0,,,63159000.0,,197910000.0
390,RUN,224339374.0,19897884000.0,15230164000.0,179152000.0,574956000.0,13022460000.0,354214000.0,2554207000.0,-4279866000.0,388154000.0,518492000.0,-134091000.0,-3004087000.0,-2813657000.0,-792412000.0,-1050771000.0
391,FEAM,68890725.0,74831000.0,73059000.0,,824000.0,73090000.0,1539000.0,-8397000.0,-227122000.0,-7974000.0,0.0,-11031000.0,-6802000.0,-14262000.0,-381000.0,-5683000.0
392,APLT,137228741.0,86691000.0,2792000.0,,79398000.0,2795000.0,4433000.0,57006000.0,-574210000.0,56350000.0,0.0,-33022000.0,-32942000.0,44007000.0,,-19469000.0
393,MT,852809772.0,91452000000.0,34705000000.0,4108000000.0,5319000000.0,12047000000.0,11884000000.0,51206000000.0,,7670000000.0,14798000000.0,825000000.0,1695000000.0,805000000.0,-967000000.0,-1321000000.0
394,DCGO,101526981.0,455621132.0,42177408.0,210899926.0,89241695.0,57186968.0,28356430.0,320917476.0,-1402167.0,182679686.0,120833073.0,-7473187.0,-3160779.0,-3262810.0,-667173.0,12219942.0
395,GOSS,226604138.0,315292000.0,5121000.0,,46074000.0,202882000.0,2319000.0,29492000.0,-1268568000.0,264878000.0,9379000.0,-36128000.0,-31626000.0,-33029000.0,,-35481000.0
396,ARES,203362482.0,24884308000.0,688990000.0,169007000.0,2735465000.0,13147967000.0,686972000.0,3543646000.0,-837294000.0,-85802000.0,1607106000.0,626339000.0,646439000.0,177317000.0,-9306000.0,798312000.0
397,XPER,44328000.0,667760000.0,74555000.0,58745000.0,130564000.0,85285000.0,16979000.0,429077000.0,-839444000.0,119523000.0,122362000.0,-12751000.0,72950000.0,46216000.0,-4317000.0,-3088000.0
398,SCYX,37943241.0,90643000.0,2090000.0,,16051000.0,16270000.0,4569000.0,55077000.0,-376535000.0,48082000.0,977000.0,-8053000.0,-4199000.0,-4433000.0,,-9907000.0
399,CRK,292917808.0,6601547000.0,5926674000.0,208506000.0,32875000.0,3152025000.0,433797000.0,2121497000.0,607341000.0,-519104000.0,512854000.0,126168000.0,-35941000.0,-121278000.0,-298261000.0,-123515000.0
400,MLTX,63077431.0,477933282.0,3644437.0,,180426449.0,2829560.0,8678408.0,446825002.0,-235592989.0,451824984.0,0.0,-49580372.0,-48279083.0,-45604512.0,-175567.0,-48649241.0
401,V,1920648651.0,92853000000.0,4023000000.0,2719000000.0,11734000000.0,20762000000.0,421000000.0,38030000000.0,16518000000.0,2553000000.0,9594000000.0,6435000000.0,5901000000.0,4577000000.0,-327000000.0,4368000000.0
402,NHI,45687942.0,2614371000.0,,93605000.0,24289000.0,1146041000.0,37757000.0,1366475000.0,2604829000.0,-17443000.0,85755000.0,42911000.0,75447000.0,43242000.0,-518000.0,57055000.0
403,AVGO,4702000000.0,165358000000.0,2465000000.0,4955000000.0,9307000000.0,66579000000.0,1905000000.0,69789000000.0,2729000000.0,80000000.0,14916000000.0,6432000000.0,8537000000.0,5503000000.0,-100000000.0,6013000000.0
404,ONMD,28175172.0,3727000.0,108000.0,213000.0,172000.0,8763000.0,6371000.0,-15950000.0,-101569000.0,-15609000.0,26000.0,-2666000.0,-2319000.0,-2374000.0,-35000.0,-2062000.0
405,SVV,159164000.0,1885495000.0,822885000.0,16761000.0,149967000.0,1303285000.0,83039000.0,421680000.0,-250451000.0,-876000.0,401985000.0,33068000.0,35822000.0,-1896000.0,-25731000.0,30102000.0
406,CBRE,299584021.0,26366000000.0,2831000000.0,6753000000.0,1382000000.0,8863000000.0,3939000000.0,8282000000.0,9386000000.0,-37000000.0,8910000000.0,276000000.0,453000000.0,163000000.0,-64000000.0,-610000000.0
407,KIRK,13117942.0,279814000.0,147754000.0,,6756000.0,218556000.0,61177000.0,-27132000.0,-204442000.0,921000.0,114423000.0,-2392000.0,-3266000.0,-7680000.0,-460000.0,-13106000.0
408,ARLO,100885158.0,298400000.0,20463000.0,57332000.0,82032000.0,18357000.0,63784000.0,100909000.0,-397965000.0,85844000.0,121572000.0,-6028000.0,-5223000.0,-4861000.0,-1076000.0,5596000.0
409,WULF,404223028.0,787511000.0,505052000.0,,274065000.0,491248000.0,24382000.0,244445000.0,-332276000.0,229586000.0,34985000.0,-36155000.0,-33221000.0,-29196000.0,-153633000.0,-196357000.0
410,LPRO,119255709.0,296368000.0,4607000.0,5055000.0,243164000.0,191325000.0,953000.0,78087000.0,-328759000.0,228473000.0,-56924000.0,-78557000.0,-75352000.0,-144436000.0,-1158000.0,-4536000.0
411,TERN,84938855.0,363929000.0,1470000.0,,161439000.0,1347000.0,2148000.0,345870000.0,-421481000.0,346459000.0,0.0,-25949000.0,-25735000.0,-21799000.0,,-14584000.0
412,MCHX,43682345.0,43200000.0,2967000.0,5420000.0,12767000.0,1216000.0,1349000.0,32633000.0,-326178000.0,13011000.0,11922000.0,-1587000.0,-813000.0,-1910000.0,-165000.0,710000.0
413,NXDT,42679569.0,1224839000.0,384767000.0,,8791000.0,357915000.0,31463000.0,836508000.0,-202818000.0,,10788000.0,,,-7672000.0,,-4115000.0
414,SANM,114362000.0,4966632000.0,608749000.0,1383116000.0,647141000.0,308894000.0,1351087000.0,2218492000.0,-2578261000.0,1993955000.0,1984080000.0,92606000.0,121592000.0,64208000.0,-30711000.0,126147000.0
415,ADVB,21640000.0,4504152.0,642274.0,,2657235.0,290027.0,617865.0,619032.0,-17147559.0,-689903.0,0.0,-525729.0,-398586.0,-907904.0,,-831149.0
416,RDNT,74036993.0,3286690000.0,1334531000.0,185821000.0,740020000.0,1728863000.0,96450000.0,902308000.0,-76785000.0,539540000.0,477101000.0,29649000.0,129965000.0,5345000.0,-86567000.0,-44038000.0
417,LCNB,17329423.0,2307394000.0,46834000.0,8701000.0,35994000.0,161268000.0,,253036000.0,141290000.0,,22701000.0,,,6120000.0,-375000.0,39746000.0
418,HOTH,13147747.0,7712765.0,31075.0,,7038923.0,31075.0,412071.0,6878859.0,-60410041.0,6813674.0,0.0,-2383182.0,-2383182.0,-2382990.0,,-2028006.0
419,BOOM,20550530.0,670640000.0,128955000.0,114470000.0,14705000.0,72421000.0,45514000.0,253923000.0,758000.0,185146000.0,159290000.0,6838000.0,14718000.0,758000.0,-3779000.0,709000.0
420,MCRB,8650409.0,139810000.0,92437000.0,2068000.0,30793000.0,91640000.0,4079000.0,13784000.0,-978099000.0,-2548000.0,0.0,-28835000.0,-14552000.0,-15637000.0,-90000.0,-38972000.0
421,BCTXZ,2946940.0,9363567.0,342497.0,2148919.0,5013654.0,,5003239.0,3602922.0,-97537292.0,1931735.0,0.0,-7169443.0,-7142786.0,-6291420.0,,-5920222.0
422,VANI,59234688.0,41561000.0,19650000.0,,18352000.0,19313000.0,817000.0,17610000.0,-121924000.0,14456000.0,0.0,-6460000.0,-6371000.0,-6050000.0,-296000.0,-6108000.0
423,VTOL,31320000.0,2125246000.0,1340491000.0,211590000.0,247503000.0,957091000.0,83462000.0,891707000.0,312765000.0,293558000.0,353526000.0,29728000.0,48307000.0,31793000.0,-83490000.0,-32436000.0
424,CRH,718647277.0,50613000000.0,22726000000.0,3829000000.0,3720000000.0,15307000000.0,3207000000.0,21607000000.0,24036000000.0,3787000000.0,8870000000.0,1227000000.0,1657000000.0,733000000.0,-943000000.0,1787000000.0
425,AKRO,72383013.0,825886000.0,755000.0,,340238000.0,36457000.0,9027000.0,750112000.0,-826156000.0,730626000.0,0.0,-78025000.0,-68809000.0,-70024000.0,,-67090000.0
426,CR,57484763.0,2622100000.0,270100000.0,384400000.0,435100000.0,259900000.0,149600000.0,1756900000.0,1311700000.0,714000000.0,557600000.0,101100000.0,115800000.0,107100000.0,-14200000.0,-60400000.0
427,FC,27056000.0,221340000.0,9554000.0,53287000.0,40393000.0,4152000.0,6796000.0,72526000.0,123309000.0,-13032000.0,59612000.0,-1455000.0,1048000.0,-1076000.0,-2221000.0,-3590000.0
428,MCHPP,577905582.0,15632200000.0,1152100000.0,853300000.0,586000000.0,6784000000.0,195900000.0,6031500000.0,6182700000.0,1665500000.0,1026000000.0,34400000.0,207600000.0,-53600000.0,-18100000.0,253400000.0
429,APPN,74028786.0,621039000.0,68190000.0,195069000.0,118552000.0,314991000.0,4322000.0,-32640000.0,-612154000.0,80787000.0,166685000.0,5033000.0,-5095000.0,-13647000.0,-511000.0,13360000.0
430,ATER,8750741.0,49542000.0,685000.0,3782000.0,17998000.0,7414000.0,3080000.0,30017000.0,-711677000.0,19421000.0,24607000.0,-1611000.0,-744000.0,-1298000.0,,-9000.0
431,DNTH,31115341.0,374008000.0,1747000.0,,22792000.0,1491000.0,4579000.0,352477000.0,-174392000.0,262452000.0,1326000.0,-31916000.0,-31838000.0,-28440000.0,-31000.0,-27475000.0
432,DHR,885600000.0,79116000000.0,5110000000.0,3506000000.0,1993000000.0,16477000000.0,1722000000.0,50849000000.0,44913000000.0,2880000000.0,5741000000.0,1274000000.0,1792000000.0,954000000.0,-245000000.0,1054000000.0
433,CMBM,28513294.0,222609000.0,20665000.0,57275000.0,46491000.0,76909000.0,19619000.0,43630000.0,-109864000.0,15120000.0,43726000.0,-8059000.0,-5371000.0,-9676000.0,-3662000.0,5235000.0
434,AEE,269900000.0,44598000000.0,36304000000.0,525000000.0,7000000.0,18722000000.0,1059000000.0,12114000000.0,4604000000.0,-1149000000.0,1941000000.0,198000000.0,787000000.0,207000000.0,-1324000000.0,-507000000.0
435,NTHI,22560000.0,3417241.0,23526.0,,64893.0,24722.0,3521356.0,-5504961.0,-50608445.0,-6726999.0,20000.0,-2097482.0,-2188307.0,-2252982.0,,-954404.0
436,LRMR,64027892.0,170175000.0,3502000.0,,21126000.0,4866000.0,2274000.0,144271000.0,-298439000.0,143351000.0,0.0,-31188000.0,-31100000.0,-29281000.0,-49000.0,-26589000.0
437,IRMD,12709860.0,98325775.0,16965485.0,10556733.0,52233907.0,154688.0,1896405.0,86818756.0,56790751.0,66729911.0,19389167.0,5800217.0,5995083.0,5146778.0,-3056729.0,2930340.0
438,MYGN,91300000.0,1027600000.0,172400000.0,121200000.0,102400000.0,140300000.0,32300000.0,701100000.0,-756800000.0,133900000.0,210600000.0,-17300000.0,-23600000.0,-42500000.0,-5900000.0,700000.0
439,BSBK,13059175.0,971489884.0,15503898.0,4232563.0,52232208.0,182953545.0,,137289160.0,90006648.0,,2917668.0,,,-930001.0,-51796.0,-1093807.0
440,BMO,728859458.0,1468093000000.0,6312000000.0,38057000000.0,79799000000.0,274338000000.0,41284000000.0,87559000000.0,47243000000.0,,9217000000.0,,,2134000000.0,-386000000.0,4486000000.0
441,EVRG,229983615.0,32282100000.0,24930900000.0,2700000.0,22000000.0,14069500000.0,613800000.0,9955000000.0,2732900000.0,-1823100000.0,1257400000.0,238900000.0,508900000.0,78200000.0,-514200000.0,-118600000.0
442,RUSHA,82438438.0,4617547000.0,1727043000.0,311324000.0,228131000.0,1734090000.0,244018000.0,2141549000.0,1698614000.0,739596000.0,2009586000.0,112126000.0,174264000.0,74752000.0,-128816000.0,263466000.0
443,IMPPP,,449505061.0,208308779.0,13456083.0,67783531.0,78761.0,5243872.0,420667668.0,146024662.0,199560389.0,26211665.0,4997913.0,8660730.0,3917661.0,-78698.0,9000429.0
444,AGNCM,897400000.0,88015000000.0,,,505000000.0,64000000.0,,9762000000.0,-8554000000.0,,154000000.0,,,122000000.0,,79000000.0
445,BMRA,18336994.0,7376000.0,660000.0,1268000.0,3058000.0,543000.0,,5534000.0,-51624000.0,4555000.0,1119000.0,-1210000.0,-1111000.0,-1163000.0,-4000.0,-1049000.0
446,CAPL,38059702.0,1114725000.0,792730000.0,31603000.0,3381000.0,908559000.0,73986000.0,0.0,,-44016000.0,944222000.0,16820000.0,46588000.0,14300000.0,-7187000.0,3923000.0
447,ABAT,85267376.0,88288853.0,53285088.0,323975.0,15623762.0,10524393.0,2038587.0,70597046.0,-238423407.0,13043336.0,332440.0,-13800758.0,-12519841.0,-13400506.0,-646423.0,-7910051.0
448,INBK,8667894.0,5737859000.0,71453000.0,28180000.0,466410000.0,400150000.0,2495000.0,384063000.0,230622000.0,,38152000.0,,,7330000.0,-495000.0,-6650000.0
449,RXO,162517000.0,3414000000.0,411000000.0,1227000000.0,35000000.0,664000000.0,568000000.0,1612000000.0,-284000000.0,274000000.0,1667000000.0,9000000.0,8000000.0,-25000000.0,-12000000.0,-19000000.0
450,SWIM,115764839.0,794207000.0,141107000.0,32299000.0,56398000.0,310835000.0,13141000.0,387222000.0,-74816000.0,107321000.0,87273000.0,-13026000.0,-4136000.0,-29170000.0,-6255000.0,-98000.0
451,IIIN,19430632.0,421860000.0,137459000.0,79792000.0,28424000.0,3492000.0,42998000.0,341413000.0,234650000.0,156360000.0,160656000.0,13729000.0,17941000.0,10230000.0,-2226000.0,-5544000.0
452,ANIK,15010000.0,202740000.0,64679000.0,23594000.0,55629000.0,25932000.0,5617000.0,153989000.0,71667000.0,90346000.0,-1290000.0,24717000.0,26529000.0,-21865000.0,-1307000.0,275000.0
453,NEXA,132438611.0,4673175000.0,2796798000.0,155745000.0,394824000.0,1889630000.0,365665000.0,869203000.0,-1228136000.0,-11250000.0,627115000.0,74568000.0,174986000.0,11849000.0,-50732000.0,-234003000.0
454,CLIR,50234407.0,15916000.0,238000.0,165000.0,14035000.0,188000.0,1220000.0,13764000.0,-99016000.0,12809000.0,590000.0,-1397000.0,-1327000.0,-1164000.0,-41000.0,-456000.0
455,KWR,17670915.0,2664429000.0,268591000.0,418659000.0,186223000.0,757190000.0,199430000.0,1385885000.0,638079000.0,539595000.0,442914000.0,42382000.0,47514000.0,12922000.0,-12329000.0,-15379000.0
456,WRBY,120850000.0,676490000.0,341748000.0,1948000.0,254161000.0,225355000.0,23519000.0,340073000.0,-687221000.0,195692000.0,190643000.0,-9416000.0,2916000.0,-6877000.0,-17721000.0,2191000.0
457,AN,63577029.0,13325600000.0,4258300000.0,163900000.0,70500000.0,9032100000.0,331500000.0,2403200000.0,5502500000.0,-1332100000.0,6690400000.0,317000000.0,398500000.0,175500000.0,-75200000.0,-127700000.0
458,WEX,50643364.0,13964400000.0,258800000.0,3768400000.0,610300000.0,5584700000.0,1361500000.0,810400000.0,2138300000.0,410000000.0,636600000.0,157300000.0,234900000.0,71500000.0,-47100000.0,-528700000.0
459,SNA,67461116.0,8069000000.0,639400000.0,852700000.0,1434900000.0,1273900000.0,281300000.0,5520800000.0,7712400000.0,3141500000.0,1141100000.0,243100000.0,351800000.0,240500000.0,-22900000.0,275600000.0
460,AAP,77349000.0,10798109000.0,3576940000.0,573683000.0,1869417000.0,3686326000.0,3407889000.0,2169942000.0,4163176000.0,1478183000.0,1996025000.0,-820003000.0,-731748000.0,-414777000.0,-51086000.0,-124389000.0
461,NWFL,9487067.0,2317462000.0,19657000.0,8466000.0,72339000.0,158525000.0,12615000.0,213508000.0,152964000.0,,-1034000.0,,,-12651000.0,-1467000.0,3339000.0
462,WFRD,72600000.0,5054000000.0,1227000000.0,1175000000.0,873000000.0,1759000000.0,714000000.0,1352000000.0,-1428000000.0,1697000000.0,1193000000.0,171000000.0,195000000.0,76000000.0,-77000000.0,65000000.0
463,CCNEP,21235971.0,6192010000.0,128726000.0,,443035000.0,145505000.0,,610695000.0,381296000.0,,58040000.0,,,15064000.0,-3393000.0,18848000.0
464,ASTH,58533721.0,1354894000.0,46875000.0,225733000.0,288455000.0,471839000.0,15168000.0,712720000.0,286283000.0,272888000.0,665209000.0,720000.0,14300000.0,-6951000.0,-2531000.0,-13479000.0
465,O,891511000.0,68835039000.0,1272703000.0,877668000.0,444962000.0,26757140000.0,,38840738000.0,-8648559000.0,1620877000.0,1340299000.0,588205000.0,1090690000.0,199612000.0,,971963000.0
466,BVS,65758341.0,727956000.0,33518000.0,127393000.0,41582000.0,335627000.0,23690000.0,147940000.0,-355078000.0,65212000.0,153642000.0,11029000.0,21634000.0,-156000.0,-574000.0,18748000.0
467,CPRT,966053166.0,9187347000.0,3577607000.0,206041000.0,3338909000.0,119397000.0,562205000.0,8301257000.0,7292904000.0,4337146000.0,1163316000.0,426211000.0,480471000.0,387400000.0,-116641000.0,61486000.0
468,NRXP,15700369.0,3651000.0,,,1443000.0,6577000.0,4130000.0,-23223000.0,-278273000.0,-18561000.0,0.0,-2432000.0,-9077000.0,-9078000.0,,-2098000.0
469,TLYS,30151907.0,342463000.0,209944000.0,,21056000.0,193867000.0,11120000.0,100871000.0,-74191000.0,31577000.0,147288000.0,-14148000.0,-10963000.0,-13664000.0,-1546000.0,-5361000.0
470,DIS,1900000000.0,197046000000.0,38140000000.0,13767000000.0,5486000000.0,45308000000.0,,101933000000.0,50468000000.0,-11179000000.0,24690000000.0,4078000000.0,5423000000.0,2554000000.0,-2466000000.0,739000000.0
471,HYMCW,24132592.0,140135000.0,51588000.0,,49560000.0,125008000.0,2389000.0,-33415000.0,-786066000.0,48806000.0,0.0,-11721000.0,-2035000.0,-12738000.0,-274000.0,-8369000.0
472,USAU,12486116.0,26016083.0,14859586.0,,9137995.0,49213.0,581695.0,17467212.0,-85637950.0,9221754.0,0.0,-5090377.0,-5067772.0,-6362017.0,,-3147377.0
473,MGPI,23125166.0,1378202000.0,336192000.0,107827000.0,20112000.0,309863000.0,54400000.0,828349000.0,558327000.0,334384000.0,121653000.0,13953000.0,5276000.0,-3024000.0,-19926000.0,24758000.0
474,ACIC,48417045.0,1216112000.0,5736000.0,309983000.0,137036000.0,152343000.0,169270000.0,235660000.0,-184772000.0,,79267000.0,,,4946000.0,-11000.0,1591000.0
475,OS,173652398.0,823221000.0,26789000.0,129014000.0,544174000.0,18594000.0,19563000.0,0.0,-331334000.0,425191000.0,132475000.0,-47406000.0,-46337000.0,-31449000.0,-441000.0,24697000.0
476,RLGT,52162136.0,386761000.0,82507000.0,113440000.0,19908000.0,66778000.0,64346000.0,214449000.0,143121000.0,44766000.0,264544000.0,8588000.0,14021000.0,6467000.0,-1546000.0,14139000.0
477,BCO,42900000.0,6623100000.0,1337600000.0,603900000.0,1395300000.0,4253000000.0,316600000.0,184900000.0,285400000.0,989500000.0,1264200000.0,94500000.0,189900000.0,38500000.0,-62600000.0,307200000.0
478,IMUX,90079016.0,40868000.0,1536000.0,,35668000.0,1004000.0,7561000.0,18429000.0,-511399000.0,17157000.0,0.0,-25631000.0,-25596000.0,-25175000.0,-3000.0,-22966000.0
479,GNRC,73785631.0,5109331000.0,858246000.0,612107000.0,281277000.0,1475737000.0,458693000.0,2494278000.0,2844296000.0,999018000.0,1234801000.0,198014000.0,208719000.0,128853000.0,-53334000.0,286120000.0
480,ACVA,168028916.0,984149000.0,7625000.0,168770000.0,224065000.0,123000000.0,345605000.0,440004000.0,-502315000.0,212031000.0,159514000.0,-25798000.0,-13514000.0,-26137000.0,-7969000.0,-11188000.0
481,ZYXI,41787278.0,105759000.0,12155000.0,14053000.0,23852000.0,73040000.0,8166000.0,20774000.0,19378000.0,40097000.0,26578000.0,-13097000.0,-12001000.0,-10396000.0,-168000.0,-10671000.0
